a_receive,i_receive,combined_shocks
Antigua and Barbuda,"Fish, Seafood",-0.5544008658265572
Antigua and Barbuda,Fodder crops,0.0
Antigua and Barbuda,"Fruits, Other",-9.090473668990647e-05
Antigua and Barbuda,Goats,-4.851777674799991e-05
Antigua and Barbuda,Grapefruit and products,0.0
Antigua and Barbuda,Grapes and products (excl wine),0.0
Antigua and Barbuda,Grazing,0.0
Antigua and Barbuda,Groundnut Cake,0.0
Antigua and Barbuda,Groundnut Oil,0.0
Antigua and Barbuda,Groundnuts,0.0
Antigua and Barbuda,"Hard Fibres, Other",0.0
Antigua and Barbuda,Hides and skins,-0.0008722710112599275
Antigua and Barbuda,Honey,0.0
Antigua and Barbuda,Hops,0.0
Antigua and Barbuda,Horses,-0.0001966696956631609
Antigua and Barbuda,Jute,0.0
Antigua and Barbuda,Jute-Like Fibres,0.0
Antigua and Barbuda,"Lemons, Limes and products",0.0
Antigua and Barbuda,Maize Germ Oil,0.0
Antigua and Barbuda,Maize and products,0.0
Antigua and Barbuda,"Meat, Other",0.0
Antigua and Barbuda,Milk - Excluding Butter,-0.0033541351314658636
Antigua and Barbuda,Millet and products,0.0
Antigua and Barbuda,Mules,0.0
Antigua and Barbuda,Mutton & Goat Meat,0.0
Antigua and Barbuda,Nuts and products,0.0
Antigua and Barbuda,Oats,0.0
Antigua and Barbuda,"Offals, Edible",0.0
Antigua and Barbuda,"Oil, palm fruit",0.0
Antigua and Barbuda,"Oilcrops Oil, Other",0.0
Antigua and Barbuda,"Oilcrops, Other",0.0
Antigua and Barbuda,"Oilseed Cakes, Other",0.0
Antigua and Barbuda,Olive Oil,0.0
Antigua and Barbuda,Olives (including preserved),0.0
Antigua and Barbuda,Onions,0.0
Antigua and Barbuda,"Oranges, Mandarines",-0.04937601430446519
Antigua and Barbuda,Palm Oil,0.0
Antigua and Barbuda,Palm kernels,0.0
Antigua and Barbuda,Palmkernel Cake,0.0
Antigua and Barbuda,Palmkernel Oil,0.0
Antigua and Barbuda,Peas,0.0
Antigua and Barbuda,Pepper,0.0
Antigua and Barbuda,Pigmeat,-0.08485131542022
Antigua and Barbuda,Pigs,-0.1506237826940948
Antigua and Barbuda,Pimento,0.0
Antigua and Barbuda,Pineapples and products,0.0
Antigua and Barbuda,Plantains,0.0
Antigua and Barbuda,Potatoes and products,0.0009216648079200114
Antigua and Barbuda,Poultry Birds,-0.06839853356897216
Antigua and Barbuda,Poultry Meat,-0.03072624130270068
Antigua and Barbuda,"Pulses, Other and products",0.0
Antigua and Barbuda,Rabbits and hares,0.0
Antigua and Barbuda,Rape and Mustard Cake,0.0
Antigua and Barbuda,Rape and Mustard Oil,0.0
Antigua and Barbuda,Rape and Mustardseed,0.0
Antigua and Barbuda,Rice and products,-1.0
Antigua and Barbuda,Ricebran Oil,0.0
Antigua and Barbuda,"Rodents, other",0.0
Antigua and Barbuda,"Roots, Other",0.0
Antigua and Barbuda,Rubber,0.0
Antigua and Barbuda,Rye and products,0.0
Antigua and Barbuda,Seed cotton,0.0
Antigua and Barbuda,Sesame seed,0.0
Antigua and Barbuda,Sesameseed Cake,0.0
Antigua and Barbuda,Sesameseed Oil,0.0
Antigua and Barbuda,Sheep,-5.224317949258959e-05
Antigua and Barbuda,Silk,0.0
Antigua and Barbuda,Sisal,0.0
Antigua and Barbuda,"Soft-Fibres, Other",0.0
Antigua and Barbuda,Sorghum and products,0.0
Antigua and Barbuda,Soyabean Cake,0.0
Antigua and Barbuda,Soyabean Oil,0.0
Antigua and Barbuda,Soyabeans,0.0
Antigua and Barbuda,"Spices, Other",0.0
Antigua and Barbuda,Sugar (Raw Equivalent),-0.01937280130483174
Antigua and Barbuda,Sugar beet,0.0
Antigua and Barbuda,Sugar cane,0.0
Antigua and Barbuda,Sugar non-centrifugal,0.0
Antigua and Barbuda,Sunflower seed,0.0
Antigua and Barbuda,Sunflowerseed Cake,0.0
Antigua and Barbuda,Sunflowerseed Oil,0.0
Antigua and Barbuda,Sweet potatoes,0.0
Antigua and Barbuda,"Sweeteners, Other",-0.24795533676264245
Antigua and Barbuda,Tea (including mate),0.0
Antigua and Barbuda,Tobacco,0.0
Antigua and Barbuda,Tomatoes and products,0.0
Antigua and Barbuda,"Vegetables, Other",-0.002157131273039586
Antigua and Barbuda,Wheat and products,-0.20181162940907846
Antigua and Barbuda,Wine,-1.0
Antigua and Barbuda,Wool (Clean Eq.),0.0
Antigua and Barbuda,Yams,0.0
Argentina,Abaca,0.0
Argentina,"Alcohol, Non-Food",0.00010261278089636954
Argentina,Apples and products,-1.3877003134682004e-05
Argentina,Asses,-0.0006895597829618151
Argentina,Bananas,-4.795922532614714e-06
Argentina,Barley and products,0.00039911353328206124
Argentina,Beans,4.3098096467216336e-05
Argentina,Beer,0.008599989710164457
Argentina,"Beverages, Alcoholic",-0.004174142204969334
Argentina,"Beverages, Fermented",-0.030500266476199
Argentina,Bovine Meat,-0.0002101856699326279
Argentina,Buffaloes,0.0
Argentina,"Butter, Ghee",-0.048704249963813645
Argentina,"Camelids, other",0.0
Argentina,Camels,0.0
Argentina,Cassava and products,-2.9593271907190153e-05
Argentina,Cattle,-0.00022574140805403634
Argentina,"Cereals, Other",-1.0
Argentina,"Citrus, Other",0.0
Argentina,Cloves,0.0
Argentina,Cocoa Beans and products,-0.008372337225794465
Argentina,Coconut Oil,-0.04777614526530406
Argentina,Coconuts - Incl Copra,-0.0015381883541975504
Argentina,Coffee and products,-0.0001968534853354521
Argentina,Copra Cake,0.0
Argentina,Cotton lint,-5.857790062173064e-06
Argentina,Cottonseed,0.0
Argentina,Cottonseed Cake,0.0
Argentina,Cottonseed Oil,0.0
Argentina,Dates,0.0
Argentina,Eggs,-0.015465993095870148
Argentina,"Fats, Animals, Raw",-0.013546612920778972
Argentina,"Fish, Seafood",-0.06950118229326394
Argentina,Fodder crops,0.0
Argentina,"Fruits, Other",-0.011429138579434776
Argentina,Goats,-2.867496375135627e-05
Argentina,Grapefruit and products,-0.00015399713953605216
Argentina,Grapes and products (excl wine),-0.019426092936311957
Argentina,Grazing,0.0
Argentina,Groundnut Cake,-0.0006154891597697905
Argentina,Groundnut Oil,2.060058386069819e-05
