area,item,amount [t],absolute_losses [t],relative_losses,al/capita [kg]
Azerbaijan,Poultry Birds,22643791.61973207,72516058.03349213,0.7620446889917416,7058.535104347029
Guyana,Poultry Birds,22253121.28458091,5522718.664953545,0.19883174280193494,6974.521009183075
Philippines,Poultry Birds,168220154.66807243,760610656.5146447,0.8188904236995853,6834.638354299694
Burkina Faso,Poultry Birds,29426895.416964937,143284961.74969208,0.8296185571754366,6748.572148027125
"China, mainland",Poultry Birds,4106154121.304828,9520493262.133213,0.6986673239746787,6685.748951265369
Venezuela (Bolivarian Republic of),Poultry Birds,53031118.228062846,179306245.07379347,0.7717495047959032,6263.135187415031
Viet Nam,Poultry Birds,161945706.77891985,564137258.3883183,0.7769597765709612,5863.993527355379
Uruguay,Poultry Birds,6769983.620046066,18964395.1585244,0.7369284225472127,5531.766642288315
Republic of Moldova,Poultry Birds,7343726.634919537,16463242.715797441,0.6915303864707008,5319.26172973051
Switzerland,Poultry Birds,31748337.124779753,45482202.094923146,0.588914729256737,5284.676318781055
Bulgaria,Poultry Birds,11124768.470544348,36659829.93653917,0.767189244204358,5222.023185340543
Pakistan,Poultry Birds,226957621.3997019,1173126243.2479618,0.8378971237863551,5211.280436168603
Algeria,Poultry Birds,35560611.48602701,208652437.11271328,0.8543869310421014,4842.1364103986125
Bahamas,Poultry Birds,3538746.8427924267,1956983.8195352969,0.3560916536449066,4822.7824001126155
Yemen,Poultry Birds,36556059.20197622,152859316.69586128,0.807005851406208,4787.756415425304
Sri Lanka,Poultry Birds,60419135.31065589,103494237.57942155,0.631395936491565,4773.0233062604775
Japan,Poultry Birds,165290973.36199385,581200837.6639206,0.7785763073076019,4629.504651394267
Paraguay,Poultry Birds,45692219.3183411,30093937.655328088,0.3970901660283922,4578.390247696399
Belize,Poultry Birds,8910433.083379257,1690687.1901762541,0.15948193648870035,4308.295551712307
Syrian Arab Republic,Poultry Birds,21002139.282061312,76983184.30157399,0.7856603569397314,3757.8357275523626
Denmark,Pigs,9611490.889312351,21799675.22203309,0.6940103765889556,3751.59319836915
"China, Macao SAR",Poultry Birds,957053.167444088,2501691.7706791223,0.7232946677000688,3733.7624316312263
Namibia,Poultry Birds,3903872.5447607418,8899636.41616956,0.6950935437563761,3607.36061994399
Bahrain,Poultry Birds,886569.1389689703,5381467.094456632,0.8585571132723904,3601.9733797423696
Suriname,Poultry Birds,4772434.33206112,2114807.748771445,0.30706162553179717,3502.4680961095796
United Arab Emirates,Poultry Birds,10219442.49813623,32005406.85183125,0.7579756315188819,3460.9606708621473
Kazakhstan,Poultry Birds,68229301.8613208,64339592.83271724,0.48532948080475136,3411.2400398724862
Nicaragua,Poultry Birds,38998752.77358156,22036310.764681168,0.36104346398962395,3284.244354212468
Zimbabwe,Poultry Birds,13472398.184164662,49863951.61336425,0.7872880545337285,3215.944844232793
Senegal,Poultry Birds,32075674.12873833,52080809.36124098,0.6188567677907116,3211.798301044366
Democratic People's Republic of Korea,Rabbits and hares,20833245.20574322,82518141.19156693,0.7984231665199468,3196.73793637422
Romania,Poultry Birds,15422376.053696854,57621580.718037456,0.7888617110120077,2956.5099525769447
Dominica,Poultry Birds,155497.33078985484,210177.80428692626,0.5747664637979694,2928.735916154705
Qatar,Poultry Birds,1482968.175054356,8001592.593708504,0.8436439798099591,2828.787290564161
Armenia,Poultry Birds,3452383.7787788953,7734482.657610213,0.6913895594973016,2750.042189432523
Malta,Poultry Birds,605436.4186508968,1364525.6371932232,0.6926659491461779,2677.6668475813603
Liberia,Poultry Birds,3800623.72997557,13409635.830507327,0.7791652289369115,2663.7121695436917
Mali,Poultry Birds,20846933.37769103,54664615.33326189,0.7239239065604386,2617.1871737086676
Albania,Poultry Birds,3423721.5317199677,7479577.718837954,0.685992152187809,2604.1919129140933
Eswatini,Poultry Birds,3579046.353850978,3034312.766057746,0.45881566554027164,2584.1048507503233
Togo,Poultry Birds,7787867.918527029,21161979.279463455,0.7309875984745227,2536.7274768375596
Iraq,Poultry Birds,18586536.790906496,95422461.17089394,0.8369730712207991,2269.642327697072
Georgia,Poultry Birds,6771859.715878585,8089931.043785043,0.544344297037334,2146.3354376227003
Saint Lucia,Poultry Birds,695075.8868949853,370548.0197770756,0.34772870377345,2071.003117431482
Sao Tome and Principe,Poultry Birds,568727.0051355178,441420.6703394314,0.4369862754293674,2041.515989767144
Grenada,Poultry Birds,291305.4964162661,241288.86457340827,0.4530443471557639,1959.1655061620204
Madagascar,Poultry Birds,22231940.829030193,51415645.0418329,0.6981307592619173,1844.2341349101914
Bangladesh,Poultry Birds,57199101.35026785,299742429.3495874,0.8397521822744538,1801.0445538097742
India,Poultry Birds,454332824.1421404,2401533306.410616,0.840912422581165,1727.7635839769525
Cameroon,Poultry Birds,59287805.149854355,44287557.827257805,0.4275877636754637,1694.4308545616393
Lithuania,Wheat and products,691061.4248984593,4233939.717381759,0.8596829919559154,1492.9792014463692
Paraguay,Soyabeans,1549841.8431081846,9495437.167513797,0.8596828706981744,1444.6038076928796
Guatemala,Sugar cane,3882431.132013674,23786568.86798638,0.8596829978671559,1380.4382469159023
"China, Hong Kong SAR",Poultry Birds,10811798.70021508,10141460.56858742,0.48400396513429933,1351.8510118277154
Zambia,Poultry Birds,24298332.594472382,25010605.37698772,0.5072225524602416,1340.6976850280296
Latvia,Wheat and products,396971.0289340002,2432130.1568726543,0.8596829866229005,1275.2066106238397
Malawi,Poultry Birds,19525733.345721383,21907070.809259433,0.5287373436592727,1145.7144502674842
Lao People's Democratic Republic,Poultry Birds,40036892.04841139,8313633.183293603,0.17194504389462328,1144.2375768968877
Montenegro,Poultry Birds,254195.63514362345,711943.6635727962,0.73689546064285,1130.2666554045882
Argentina,Maize and products,8194547.094218355,50205694.1273527,0.8596829923505253,1117.9567361813495
El Salvador,Sugar cane,1079599.0144101034,6614400.985589897,0.8596829978671559,1053.0939542936367
Bolivia (Plurinational State of),"Rodents, other",3737466.350801711,12440551.81412097,0.768978727017051,1048.7429564203378
Netherlands,Pigs,6664074.584015338,17216935.498394735,0.7209467036352928,989.3495832984806
Democratic People's Republic of Korea,Poultry Birds,6070941.396760257,25478940.980601758,0.8075764174285373,987.0495873415684
United States of America,Maize and products,53070440.88591459,325154028.0690991,0.8596853317487854,969.4854834745252
Argentina,Soyabeans,7032220.292481886,43079983.53070073,0.8596705042688887,959.2847707784096
Uzbekistan,Poultry Birds,23281609.086754613,31798031.625552014,0.5773100770871091,956.5198314493292
Oman,Poultry Birds,3711988.455955967,4331782.9209941495,0.5385263600861555,943.9212350634518
Spain,Pigs,10447912.04323958,43873147.84336859,0.8076636931413167,926.9636696323134
Mauritania,Poultry Birds,1525892.869071706,4091709.316580911,0.728372921641044,921.3625417408709
Serbia,Maize and products,1107324.0646073986,6784253.537417896,0.8596828010253343,918.769725748263
Peru,"Rodents, other",20294261.626386087,30232209.958364513,0.5983439771299783,913.6280818638111
Botswana,Poultry Birds,443440.9468838359,2239901.655667268,0.83474307512494,887.6026407604506
Tajikistan,Poultry Birds,4228554.199734353,8265841.184256251,0.6615639196793379,875.3575531810318
Central African Republic,Poultry Birds,2670224.5777746565,4596671.612492057,0.6325495083649113,871.8985096985593
Benin,Poultry Birds,17739178.85884578,10689984.942064207,0.3760217858297341,857.4749454583568
Uganda,Poultry Birds,13295041.045358969,36747111.42695964,0.7343231578075449,841.1671168533317
Guinea-Bissau,Poultry Birds,1742912.7720027345,1654183.980437801,0.48694049683730833,829.8708126350087
Canada,Wheat and products,4997475.52621542,30618094.246542074,0.8596828421361375,810.898514701167
Turkmenistan,Poultry Birds,10192905.665105516,4972069.43751342,0.32786532149695136,801.3823551855935
Paraguay,Maize and products,820313.2823478327,5025824.261971902,0.8596828630648844,764.6119644158359
Côte d'Ivoire,Poultry Birds,50440258.52974295,20220388.191744663,0.2861619462873629,763.6797914999563
Niger,Poultry Birds,7402900.0032324465,17837814.208922196,0.7067079821510127,746.9242842077841
United Republic of Tanzania,Poultry Birds,38220344.19331882,44491918.76375223,0.5379119996613346,732.1125461656486
Bolivia (Plurinational State of),Sugar cane,1416359.819528932,8677640.180471089,0.8596829978671559,731.528163187205
Afghanistan,Poultry Birds,5975755.399043424,27907898.912840456,0.8236389928890412,728.1709349325578
Angola,Poultry Birds,33094151.8301466,23509320.817766514,0.4153335425902225,714.5908070621883
Costa Rica,Sugar cane,588629.823947282,3606370.1760527217,0.8596829978671557,706.389144436801
RoW,Poultry Birds,18216489.286285084,10068640.543955788,0.35596939467433386,694.5963280595606
Sierra Leone,Poultry Birds,19115441.13753667,5638934.24235449,0.22779545659371359,692.7259782094649
Kiribati,Poultry Birds,959082.4846488686,86135.37589248642,0.08240901647803256,687.6746494578018
Belgium,Pigs,2839237.792029768,7921876.880597703,0.7361576492394603,686.3954158781014
Ghana,Poultry Birds,82441179.20885116,21715837.043721378,0.20849135108730643,681.8320610705
Lesotho,Poultry Birds,330758.1654883693,1517723.228339941,0.8210649203217836,677.6748158781378
Kazakhstan,Wheat and products,2053585.8974924537,12581745.13381435,0.8596829895340545,667.0752934904099
Antigua and Barbuda,Poultry Birds,11476.416736684863,60594.067806926796,0.8407612102324608,655.9432305327819
Kenya,Poultry Birds,15434511.55060806,33447484.62927696,0.684249565140317,649.9678874087198
Denmark,Barley and products,610835.0126197418,3742404.1400521514,0.8596826429246762,644.0452793158079
Ukraine,Maize and products,4550770.026120703,27881279.057654247,0.8596829323251933,632.3620056880087
Denmark,Wheat and products,580118.0875530945,3554216.59878585,0.8596828434161427,611.6593335325924
Cambodia,Poultry Birds,11569669.112320554,9898496.362892624,0.46107788643241454,607.4083387676588
Bulgaria,Wheat and products,683613.7928533778,4188310.24272539,0.8596829942624163,596.6054188678
Cambodia,Rice and products,1576872.1712413898,9661068.94287733,0.8596831790424408,592.8389143336597
French Polynesia,Poultry Birds,469760.56493555434,173999.9413329233,0.2702867598099554,578.5688109174085
Serbia,Pigs,1068380.2126911408,4257198.705674479,0.799387028327238,576.5387843622784
Ireland,Pigs,600686.753322311,2765397.567588144,0.8215473244116958,561.4936075251142
Panama,Sugar cane,389940.9489271729,2389059.05107282,0.8596829978671559,560.0834808697936
Estonia,Wheat and products,119295.78831330598,730891.8383143957,0.8596829869348995,549.9206509694601
North Macedonia,Poultry Birds,621053.6945814155,1146636.8066104497,0.6486637823970485,542.3953590926355
Kyrgyzstan,Poultry Birds,1767562.0941514203,3376029.0562205072,0.6563564166596698,529.7950759330586
New Caledonia,Poultry Birds,235905.0800863412,148005.4229574488,0.3855206403159198,518.1917973154756
Ukraine,Wheat and products,3712816.033754186,22747378.641471557,0.8596829660807281,515.922456502817
Argentina,Soyabean Cake,3745866.5928132017,22947827.53084426,0.8596722291242034,510.9914087385991
Croatia,Maize and products,343141.8572477306,2102284.6691034012,0.859680160679479,510.9280957827409
Russian Federation,Wheat and products,12085915.466220472,74047005.86183119,0.8596829727835511,508.0005560984248
