a_receive,i_receive,combined_shocks
Antigua and Barbuda,"Butter, Ghee",0.0
Antigua and Barbuda,"Camelids, other",0.0
Antigua and Barbuda,Camels,0.0
Antigua and Barbuda,Cassava and products,0.0
Antigua and Barbuda,Cattle,0.0
Antigua and Barbuda,"Cereals, Other",0.0
Antigua and Barbuda,"Citrus, Other",0.0
Antigua and Barbuda,Cloves,0.0
Antigua and Barbuda,Cocoa Beans and products,0.0
Antigua and Barbuda,Coconut Oil,0.0
Antigua and Barbuda,Coconuts - Incl Copra,0.0
Antigua and Barbuda,Coffee and products,0.0
Antigua and Barbuda,Copra Cake,0.0
Antigua and Barbuda,Cotton lint,0.0
Antigua and Barbuda,Cottonseed,0.0
Antigua and Barbuda,Cottonseed Cake,0.0
Antigua and Barbuda,Cottonseed Oil,0.0
Antigua and Barbuda,Dates,0.0
Antigua and Barbuda,Eggs,0.0010398452428863614
Antigua and Barbuda,"Fats, Animals, Raw",0.0
Antigua and Barbuda,"Fish, Seafood",0.0
Antigua and Barbuda,Fodder crops,0.0
Antigua and Barbuda,"Fruits, Other",0.0
Antigua and Barbuda,Goats,0.0
Antigua and Barbuda,Grapefruit and products,0.0
Antigua and Barbuda,Grapes and products (excl wine),0.0
Antigua and Barbuda,Grazing,0.0
Antigua and Barbuda,Groundnut Cake,0.0
Antigua and Barbuda,Groundnut Oil,0.0
Antigua and Barbuda,Groundnuts,0.0
Antigua and Barbuda,"Hard Fibres, Other",0.0
Antigua and Barbuda,Hides and skins,2.0523002923322764e-05
Antigua and Barbuda,Honey,0.0
Antigua and Barbuda,Hops,0.0
Antigua and Barbuda,Horses,0.0
Antigua and Barbuda,Jute,0.0
Antigua and Barbuda,Jute-Like Fibres,0.0
Antigua and Barbuda,"Lemons, Limes and products",0.0
Antigua and Barbuda,Maize Germ Oil,0.0
Antigua and Barbuda,Maize and products,0.0
Antigua and Barbuda,"Meat, Other",0.0
Antigua and Barbuda,Milk - Excluding Butter,3.387078703886992e-05
Antigua and Barbuda,Millet and products,0.0
Antigua and Barbuda,Mules,0.0
Antigua and Barbuda,Mutton & Goat Meat,0.0
Antigua and Barbuda,Nuts and products,0.0
Antigua and Barbuda,Oats,0.0
Antigua and Barbuda,"Offals, Edible",0.0
Antigua and Barbuda,"Oil, palm fruit",0.0
Antigua and Barbuda,"Oilcrops Oil, Other",0.0
Antigua and Barbuda,"Oilcrops, Other",0.0
Antigua and Barbuda,"Oilseed Cakes, Other",0.0
Antigua and Barbuda,Olive Oil,0.0
Antigua and Barbuda,Olives (including preserved),0.0
Antigua and Barbuda,Onions,0.0
Antigua and Barbuda,"Oranges, Mandarines",0.0
Antigua and Barbuda,Palm Oil,0.0
Antigua and Barbuda,Palm kernels,0.0
Antigua and Barbuda,Palmkernel Cake,0.0
Antigua and Barbuda,Palmkernel Oil,0.0
Antigua and Barbuda,Peas,0.0
Antigua and Barbuda,Pepper,0.0
Antigua and Barbuda,Pigmeat,-0.0002065978567638016
Antigua and Barbuda,Pigs,0.0
Antigua and Barbuda,Pimento,0.0
Antigua and Barbuda,Pineapples and products,0.0
Antigua and Barbuda,Plantains,0.0
Antigua and Barbuda,Potatoes and products,0.0
Antigua and Barbuda,Poultry Birds,0.0011501240534620427
Antigua and Barbuda,Poultry Meat,0.0006409139487874027
Antigua and Barbuda,"Pulses, Other and products",0.0
Antigua and Barbuda,Rabbits and hares,0.0
Antigua and Barbuda,Rape and Mustard Cake,0.0
Antigua and Barbuda,Rape and Mustard Oil,0.0
Antigua and Barbuda,Rape and Mustardseed,0.0
Antigua and Barbuda,Rice and products,0.02369648440140748
Antigua and Barbuda,Ricebran Oil,0.0
Antigua and Barbuda,"Rodents, other",0.0
Antigua and Barbuda,"Roots, Other",0.0
Antigua and Barbuda,Rubber,0.0
Antigua and Barbuda,Rye and products,0.0
Antigua and Barbuda,Seed cotton,0.0
Antigua and Barbuda,Sesame seed,0.0
Antigua and Barbuda,Sesameseed Cake,0.0
Antigua and Barbuda,Sesameseed Oil,0.0
Antigua and Barbuda,Sheep,0.0
Antigua and Barbuda,Silk,0.0
Antigua and Barbuda,Sisal,0.0
Antigua and Barbuda,"Soft-Fibres, Other",0.0
Antigua and Barbuda,Sorghum and products,0.0
Antigua and Barbuda,Soyabean Cake,0.0
Antigua and Barbuda,Soyabean Oil,0.0
Antigua and Barbuda,Soyabeans,0.0
Antigua and Barbuda,"Spices, Other",0.0
Antigua and Barbuda,Sugar (Raw Equivalent),3.362244172833151e-05
Antigua and Barbuda,Sugar beet,0.0
Antigua and Barbuda,Sugar cane,0.0
Antigua and Barbuda,Sugar non-centrifugal,0.0
Antigua and Barbuda,Sunflower seed,0.0
Antigua and Barbuda,Sunflowerseed Cake,0.0
Antigua and Barbuda,Sunflowerseed Oil,0.0
Antigua and Barbuda,Sweet potatoes,0.0
Antigua and Barbuda,"Sweeteners, Other",0.026097484547907834
Antigua and Barbuda,Tea (including mate),0.0
Antigua and Barbuda,Tobacco,0.0
Antigua and Barbuda,Tomatoes and products,0.0
Antigua and Barbuda,"Vegetables, Other",0.0
Antigua and Barbuda,Wheat and products,0.04286706361305037
Antigua and Barbuda,Wine,0.0
Antigua and Barbuda,Wool (Clean Eq.),0.0
Antigua and Barbuda,Yams,0.0
Argentina,Abaca,0.0
Argentina,"Alcohol, Non-Food",5.923038500554867e-06
Argentina,Apples and products,0.0
Argentina,Asses,4.419875543337781e-08
Argentina,Bananas,0.0
Argentina,Barley and products,0.00011208878290458468
Argentina,Beans,0.0
Argentina,Beer,0.00040508826201635095
Argentina,"Beverages, Alcoholic",0.000786885804041737
Argentina,"Beverages, Fermented",0.0
Argentina,Bovine Meat,5.6975385520630084e-08
Argentina,Buffaloes,0.0
Argentina,"Butter, Ghee",5.761328758513429e-08
Argentina,"Camelids, other",0.0
Argentina,Camels,0.0
Argentina,Cassava and products,0.0
Argentina,Cattle,1.8596004847104552e-08
Argentina,"Cereals, Other",0.0001571008174670041
Argentina,"Citrus, Other",0.0
Argentina,Cloves,0.0
Argentina,Cocoa Beans and products,0.0
Argentina,Coconut Oil,0.0
Argentina,Coconuts - Incl Copra,0.0
Argentina,Coffee and products,0.0
Argentina,Copra Cake,0.0
Argentina,Cotton lint,0.0
Argentina,Cottonseed,0.0
Argentina,Cottonseed Cake,0.0
Argentina,Cottonseed Oil,0.0
Argentina,Dates,0.0
Argentina,Eggs,9.942189675093971e-06
Argentina,"Fats, Animals, Raw",-8.740875625523614e-07
Argentina,"Fish, Seafood",0.0
Argentina,Fodder crops,0.0
Argentina,"Fruits, Other",0.0
Argentina,Goats,3.2440210517847845e-09
Argentina,Grapefruit and products,0.0
Argentina,Grapes and products (excl wine),0.0
Argentina,Grazing,0.0
Argentina,Groundnut Cake,0.0
Argentina,Groundnut Oil,0.0
Argentina,Groundnuts,0.0
Argentina,"Hard Fibres, Other",0.0
Argentina,Hides and skins,-3.5560167470638504e-06
Argentina,Honey,0.0
Argentina,Hops,0.0
Argentina,Horses,1.0045837139927016e-07
Argentina,Jute,0.0
Argentina,Jute-Like Fibres,0.0
Argentina,"Lemons, Limes and products",0.0
Argentina,Maize Germ Oil,3.3783441477641674e-07
Argentina,Maize and products,4.028861474436596e-07
Argentina,"Meat, Other",-3.337031049488459e-06
Argentina,Milk - Excluding Butter,7.14777642629727e-08
Argentina,Millet and products,0.0
Argentina,Mules,4.440128253957454e-08
Argentina,Mutton & Goat Meat,2.3958109940380723e-09
Argentina,Nuts and products,0.0
Argentina,Oats,9.752573558763356e-05
Argentina,"Offals, Edible",2.8771322793108567e-06
Argentina,"Oil, palm fruit",0.0
Argentina,"Oilcrops Oil, Other",0.0
Argentina,"Oilcrops, Other",0.0
Argentina,"Oilseed Cakes, Other",-3.9955096764465736e-07
Argentina,Olive Oil,0.0
Argentina,Olives (including preserved),0.0
Argentina,Onions,0.0
Argentina,"Oranges, Mandarines",0.0
Argentina,Palm Oil,0.0
Argentina,Palm kernels,0.0
Argentina,Palmkernel Cake,0.0
Argentina,Palmkernel Oil,0.0
Argentina,Peas,0.0
Argentina,Pepper,0.0
Argentina,Pigmeat,7.688409066619606e-06
Argentina,Pigs,1.6438698383636208e-06
Argentina,Pimento,0.0
Argentina,Pineapples and products,0.0
Argentina,Plantains,0.0
Argentina,Potatoes and products,0.0
Argentina,Poultry Birds,8.237809742572821e-06
Argentina,Poultry Meat,7.565796795616642e-06
Argentina,"Pulses, Other and products",0.0
Argentina,Rabbits and hares,1.4075602237095808e-06
Argentina,Rape and Mustard Cake,0.0
Argentina,Rape and Mustard Oil,0.0
Argentina,Rape and Mustardseed,0.0
Argentina,Rice and products,0.00018228836712375074
Argentina,Ricebran Oil,0.0
Argentina,"Rodents, other",0.0
Argentina,"Roots, Other",0.0
Argentina,Rubber,0.0
Argentina,Rye and products,0.0
Argentina,Seed cotton,0.0
Argentina,Sesame seed,0.0
Argentina,Sesameseed Cake,0.0
Argentina,Sesameseed Oil,0.0
Argentina,Sheep,2.910820584567375e-09
