area,item,ai_e_index,combined_shocks
Guinea-Bissau,Bovine Meat,,
Guinea-Bissau,Buffaloes,,
Guinea-Bissau,"Butter, Ghee",,0.0
Guinea-Bissau,"Camelids, other",,0.0
Guinea-Bissau,Camels,,0.0
Guinea-Bissau,Cassava and products,,46000.0
Guinea-Bissau,Cattle,,
Guinea-Bissau,"Cereals, Other",,3001.1958908362835
Guinea-Bissau,"Citrus, Other",,0.0
Guinea-Bissau,Cloves,,0.0
Guinea-Bissau,Cocoa Beans and products,,0.0
Guinea-Bissau,Coconut Oil,,4999.999999999998
Guinea-Bissau,Coconuts - Incl Copra,,41000.0
Guinea-Bissau,Coffee and products,,7.271650142360539
Guinea-Bissau,Copra Cake,,2759.0
Guinea-Bissau,Cotton lint,,1599.9999999999995
Guinea-Bissau,Cottonseed,,3000.0
Guinea-Bissau,Cottonseed Cake,,0.0
Guinea-Bissau,Cottonseed Oil,,0.0
Guinea-Bissau,Dates,,0.0
Guinea-Bissau,Eggs,,
Guinea-Bissau,"Fats, Animals, Raw",,
Guinea-Bissau,"Fish, Seafood",,8033.623032056536
Guinea-Bissau,Fodder crops,,0.0
Guinea-Bissau,"Fruits, Other",,37512.81888286231
Guinea-Bissau,Goats,,
Guinea-Bissau,Grapefruit and products,,0.0
Guinea-Bissau,Grapes and products (excl wine),,0.7178590718833691
Guinea-Bissau,Grazing,,2737211.0
Guinea-Bissau,Groundnut Cake,,15488.866622244133
Guinea-Bissau,Groundnut Oil,,11528.353261024797
Guinea-Bissau,Groundnuts,,45083.776025543746
Guinea-Bissau,"Hard Fibres, Other",,0.0
Guinea-Bissau,Hides and skins,,
Guinea-Bissau,Honey,,0.0
Guinea-Bissau,Hops,,0.0
Guinea-Bissau,Horses,,0.0
Guinea-Bissau,Jute,,0.0
Guinea-Bissau,Jute-Like Fibres,,0.0
Guinea-Bissau,"Lemons, Limes and products",,4000.117101643443
Guinea-Bissau,Maize Germ Oil,,13.640582902083237
Guinea-Bissau,Maize and products,,16195.245917173037
Guinea-Bissau,"Meat, Other",,
Guinea-Bissau,Milk - Excluding Butter,,
Guinea-Bissau,Millet and products,,23999.999999999945
Guinea-Bissau,Mules,,0.0
Guinea-Bissau,Mutton & Goat Meat,,
Guinea-Bissau,Nuts and products,,120000.0
Guinea-Bissau,Oats,,0.0
Guinea-Bissau,"Offals, Edible",,
Guinea-Bissau,"Oil, palm fruit",,81048.0
Guinea-Bissau,"Oilcrops Oil, Other",,2695.228128279308
Guinea-Bissau,"Oilcrops, Other",,66.49273919218521
Guinea-Bissau,"Oilseed Cakes, Other",,0.0
Guinea-Bissau,Olive Oil,,0.0
Guinea-Bissau,Olives (including preserved),,0.0
Guinea-Bissau,Onions,,6081.725111898319
Guinea-Bissau,"Oranges, Mandarines",,7782.644900488939
Guinea-Bissau,Palm Oil,,6965.403098331239
Guinea-Bissau,Palm kernels,,4000.0
Guinea-Bissau,Palmkernel Cake,,1054.7003906451705
Guinea-Bissau,Palmkernel Oil,,1000.0
Guinea-Bissau,Peas,,0.0
Guinea-Bissau,Pepper,,0.0
Guinea-Bissau,Pigmeat,,13097.09741067826
Guinea-Bissau,Pigs,,334815.08653347025
Guinea-Bissau,Pimento,,0.0
Guinea-Bissau,Pineapples and products,,1355.02520659968
Guinea-Bissau,Plantains,,54000.0
Guinea-Bissau,Potatoes and products,,1521.3549114354787
Guinea-Bissau,Poultry Birds,,
Guinea-Bissau,Poultry Meat,,
Guinea-Bissau,"Pulses, Other and products",,3996.8570685001605
Guinea-Bissau,Rabbits and hares,,0.0
Guinea-Bissau,Rape and Mustard Cake,,0.0
Guinea-Bissau,Rape and Mustard Oil,,0.0
Guinea-Bissau,Rape and Mustardseed,,0.1314272101472363
Guinea-Bissau,Rice and products,,385040.05724681215
Guinea-Bissau,Ricebran Oil,,0.0
Guinea-Bissau,"Rodents, other",,0.0
Guinea-Bissau,"Roots, Other",,81000.0
Guinea-Bissau,Rubber,,0.0
Guinea-Bissau,Rye and products,,0.0
Guinea-Bissau,Seed cotton,,5224.0
Guinea-Bissau,Sesame seed,,0.0
Guinea-Bissau,Sesameseed Cake,,0.0
Guinea-Bissau,Sesameseed Oil,,0.0
Guinea-Bissau,Sheep,,125758.48785367691
Guinea-Bissau,Silk,,0.0
Guinea-Bissau,Sisal,,0.0
Guinea-Bissau,"Soft-Fibres, Other",,0.3341667739717649
Guinea-Bissau,Sorghum and products,,-43434.534501111106
Guinea-Bissau,Soyabean Cake,,-185100.58240575052
Guinea-Bissau,Soyabean Oil,,-234692.25409401782
Guinea-Bissau,Soyabeans,,-1995500.3275926113
Guinea-Bissau,"Spices, Other",,0.0
Guinea-Bissau,Sugar (Raw Equivalent),,8492.860109182888
Guinea-Bissau,Sugar beet,,0.0
Guinea-Bissau,Sugar cane,,7000.0
Guinea-Bissau,Sugar non-centrifugal,,0.0
Guinea-Bissau,Sunflower seed,,0.0
Guinea-Bissau,Sunflowerseed Cake,,0.0
Guinea-Bissau,Sunflowerseed Oil,,-4.2393316670894
Guinea-Bissau,Sweet potatoes,,35415.0
Guinea-Bissau,"Sweeteners, Other",,6378.4289684748255
Guinea-Bissau,Tea (including mate),,0.0
Guinea-Bissau,Tobacco,,1.0689727309986996
Guinea-Bissau,Tomatoes and products,,0.0
Guinea-Bissau,"Vegetables, Other",,39000.0
Guinea-Bissau,Wheat and products,,22354.212959314442
Guinea-Bissau,Wine,,8802.01783444296
Guinea-Bissau,Wool (Clean Eq.),,0.0
Guinea-Bissau,Yams,,0.0
Guyana,Abaca,,0.0
Guyana,"Alcohol, Non-Food",,34536.82638287539
Guyana,Apples and products,,999.2574101177195
Guyana,Asses,,0.0
Guyana,Bananas,,17000.33964628417
Guyana,Barley and products,,4538.075202797365
Guyana,Beans,,385.3636085981315
Guyana,Beer,,26054.824600146036
Guyana,"Beverages, Alcoholic",,14038.995738818001
Guyana,"Beverages, Fermented",,18.809590286699247
Guyana,Bovine Meat,,
Guyana,Buffaloes,,
Guyana,"Butter, Ghee",,
Guyana,"Camelids, other",,0.0
Guyana,Camels,,0.0
Guyana,Cassava and products,,63000.94312896134
Guyana,Cattle,,
Guyana,"Cereals, Other",,27.725500193178092
Guyana,"Citrus, Other",,1000.4295837156726
Guyana,Cloves,,0.0
Guyana,Cocoa Beans and products,,480.0
Guyana,Coconut Oil,,0.0
Guyana,Coconuts - Incl Copra,,15000.0
Guyana,Coffee and products,,1212.5569110062975
Guyana,Copra Cake,,0.0
Guyana,Cotton lint,,-447.3965410410756
Guyana,Cottonseed,,-1.6079675265582098
Guyana,Cottonseed Cake,,-0.0023769506200129733
Guyana,Cottonseed Oil,,-8.182747071455694
Guyana,Dates,,0.0
Guyana,Eggs,,
Guyana,"Fats, Animals, Raw",,
Guyana,"Fish, Seafood",,44301.608438001495
Guyana,Fodder crops,,0.0
Guyana,"Fruits, Other",,99833.52957899189
Guyana,Goats,,
Guyana,Grapefruit and products,,1000.15711817845
Guyana,Grapes and products (excl wine),,0.5143207063798286
Guyana,Grazing,,1272865.0
Guyana,Groundnut Cake,,2.0536824834740965
Guyana,Groundnut Oil,,60.03621079718454
Guyana,Groundnuts,,1959.412904985484
Guyana,"Hard Fibres, Other",,0.014805181790739072
Guyana,Hides and skins,,
Guyana,Honey,,2.081474581147794
Guyana,Hops,,0.0
Guyana,Horses,,
Guyana,Jute,,0.0
Guyana,Jute-Like Fibres,,
Guyana,"Lemons, Limes and products",,7007.8840312455495
Guyana,Maize Germ Oil,,8.210967386159354
Guyana,Maize and products,,42791.371015988996
Guyana,"Meat, Other",,
Guyana,Milk - Excluding Butter,,
Guyana,Millet and products,,0.026553144665588745
Guyana,Mules,,0.0
Guyana,Mutton & Goat Meat,,
Guyana,Nuts and products,,992.429689140244
Guyana,Oats,,-0.9555961992298291
Guyana,"Offals, Edible",,
Guyana,"Oil, palm fruit",,0.0
Guyana,"Oilcrops Oil, Other",,5839.516097087861
Guyana,"Oilcrops, Other",,1802.1223085389745
Guyana,"Oilseed Cakes, Other",,0.0
Guyana,Olive Oil,,0.0
Guyana,Olives (including preserved),,1.183169479128466
Guyana,Onions,,7061.716581780575
Guyana,"Oranges, Mandarines",,24037.694889102724
Guyana,Palm Oil,,2894.823016187617
Guyana,Palm kernels,,0.0
Guyana,Palmkernel Cake,,0.28052933285545556
Guyana,Palmkernel Oil,,17.6447110962802
Guyana,Peas,,671.2879337526082
Guyana,Pepper,,343.12913714579753
Guyana,Pigmeat,,
Guyana,Pigs,,
Guyana,Pimento,,0.0
Guyana,Pineapples and products,,38000.148990061905
Guyana,Plantains,,111000.0
Guyana,Potatoes and products,,9410.054962335169
Guyana,Poultry Birds,,
Guyana,Poultry Meat,,
Guyana,"Pulses, Other and products",,1564.6515903009067
Guyana,Rabbits and hares,,
Guyana,Rape and Mustard Cake,,-0.12169873160343457
Guyana,Rape and Mustard Oil,,2.4262951155312993
Guyana,Rape and Mustardseed,,99.50743176066861
Guyana,Rice and products,,71576.52266471346
Guyana,Ricebran Oil,,0.0
Guyana,"Rodents, other",,0.0
Guyana,"Roots, Other",,22000.0
Guyana,Rubber,,0.0
Guyana,Rye and products,,0.10318562485527834
Guyana,Seed cotton,,0.0
Guyana,Sesame seed,,3102.012728086949
Guyana,Sesameseed Cake,,0.0
Guyana,Sesameseed Oil,,0.0
Guyana,Sheep,,
Guyana,Silk,,0.0
Guyana,Sisal,,0.0
Guyana,"Soft-Fibres, Other",,4.097972723058846
Guyana,Sorghum and products,,-44586140.18679006
Guyana,Soyabean Cake,,-1039404413.1307338
Guyana,Soyabean Oil,,-80335384.75974242
Guyana,Soyabeans,,-33255892151.63115
Guyana,"Spices, Other",,35900.799886827896
Guyana,Sugar (Raw Equivalent),,274690.9156235674
Guyana,Sugar beet,,0.0
Guyana,Sugar cane,,1217000.0
Guyana,Sugar non-centrifugal,,0.0
Guyana,Sunflower seed,,0.0
Guyana,Sunflowerseed Cake,,0.0
Guyana,Sunflowerseed Oil,,-42.71194328790963
Guyana,Sweet potatoes,,19993.13792903903
Guyana,"Sweeteners, Other",,80706.88705329296
Guyana,Tea (including mate),,2.3734907815894895
Guyana,Tobacco,,500.96177504397116
Guyana,Tomatoes and products,,27934.104549015876
Guyana,"Vegetables, Other",,204275.81872061564
Guyana,Wheat and products,,26975.803567366387
Guyana,Wine,,2.781281475039773
Guyana,Wool (Clean Eq.),,
Guyana,Yams,,1000.0
Haiti,Abaca,,0.0
Haiti,"Alcohol, Non-Food",,13444.764486065533
Haiti,Apples and products,,938.4309328815575
Haiti,Asses,,0.0
Haiti,Bananas,,272713.9264874832
Haiti,Barley and products,,1.8145504039674167
Haiti,Beans,,80519.90210054402
Haiti,Beer,,21595.353235766364
Haiti,"Beverages, Alcoholic",,179173.31469133892
Haiti,"Beverages, Fermented",,1892.2842110014212
Haiti,Bovine Meat,,
Haiti,Buffaloes,,
Haiti,"Butter, Ghee",,0.0
Haiti,"Camelids, other",,0.0
Haiti,Camels,,0.0
Haiti,Cassava and products,,611000.0
Haiti,Cattle,,
Haiti,"Cereals, Other",,0.6757928444315016
Haiti,"Citrus, Other",,2.8027719224592036
Haiti,Cloves,,0.0
Haiti,Cocoa Beans and products,,15000.0
Haiti,Coconut Oil,,0.0
Haiti,Coconuts - Incl Copra,,35551.50174417909
Haiti,Coffee and products,,21261.390691962188
Haiti,Copra Cake,,0.0
Haiti,Cotton lint,,1937.7057749910607
Haiti,Cottonseed,,1000.0000000000002
Haiti,Cottonseed Cake,,38.0
Haiti,Cottonseed Oil,,81.0
Haiti,Dates,,0.01714229191207547
Haiti,Eggs,,
Haiti,"Fats, Animals, Raw",,
Haiti,"Fish, Seafood",,37986.758549070335
Haiti,Fodder crops,,0.0
Haiti,"Fruits, Other",,496752.2787493981
Haiti,Goats,,
Haiti,Grapefruit and products,,44000.0
Haiti,Grapes and products (excl wine),,0.06515076598848017
Haiti,Grazing,,17552807.0
Haiti,Groundnut Cake,,0.0
Haiti,Groundnut Oil,,0.0
Haiti,Groundnuts,,12124.225175792084
Haiti,"Hard Fibres, Other",,0.0
Haiti,Hides and skins,,
Haiti,Honey,,0.0
Haiti,Hops,,0.0
Haiti,Horses,,
Haiti,Jute,,0.0
Haiti,Jute-Like Fibres,,0.0
Haiti,"Lemons, Limes and products",,6395.5307038706105
Haiti,Maize Germ Oil,,0.3561824169633415
Haiti,Maize and products,,122770.66204942513
Haiti,"Meat, Other",,
Haiti,Milk - Excluding Butter,,
Haiti,Millet and products,,0.03460413131123746
Haiti,Mules,,
Haiti,Mutton & Goat Meat,,
Haiti,Nuts and products,,0.4051461543709445
Haiti,Oats,,247.3258570192051
Haiti,"Offals, Edible",,
Haiti,"Oil, palm fruit",,0.0
Haiti,"Oilcrops Oil, Other",,9225.579668917493
Haiti,"Oilcrops, Other",,2726.746465987917
Haiti,"Oilseed Cakes, Other",,9.683268477876984
Haiti,Olive Oil,,0.0
Haiti,Olives (including preserved),,0.09557305120232075
Haiti,Onions,,22546.80796820654
Haiti,"Oranges, Mandarines",,91581.60093450504
Haiti,Palm Oil,,168572.05717034306
Haiti,Palm kernels,,0.0
Haiti,Palmkernel Cake,,0.0
Haiti,Palmkernel Oil,,0.0
Haiti,Peas,,33.120027249740396
Haiti,Pepper,,0.0
Haiti,Pigmeat,,
Haiti,Pigs,,
Haiti,Pimento,,0.0
Haiti,Pineapples and products,,7000.0
Haiti,Plantains,,253774.0074068504
Haiti,Potatoes and products,,26287.04492043539
Haiti,Poultry Birds,,
Haiti,Poultry Meat,,
Haiti,"Pulses, Other and products",,52266.987849846766
Haiti,Rabbits and hares,,0.0
Haiti,Rape and Mustard Cake,,2.45845780290088
Haiti,Rape and Mustard Oil,,16.25720277178509
Haiti,Rape and Mustardseed,,65.06830326495965
Haiti,Rice and products,,890872.8568332662
Haiti,Ricebran Oil,,0.0
Haiti,"Rodents, other",,0.0
Haiti,"Roots, Other",,60000.0
Haiti,Rubber,,0.0
Haiti,Rye and products,,0.0
Haiti,Seed cotton,,967.0
Haiti,Sesame seed,,4000.0
Haiti,Sesameseed Cake,,0.0
Haiti,Sesameseed Oil,,0.0
Haiti,Sheep,,
Haiti,Silk,,0.0
Haiti,Sisal,,11719.0
Haiti,"Soft-Fibres, Other",,71.7345886149337
Haiti,Sorghum and products,,-13545.269353135012
Haiti,Soyabean Cake,,-106671664.41221288
Haiti,Soyabean Oil,,-6434527.151767774
Haiti,Soyabeans,,-7501442.201259268
Haiti,"Spices, Other",,0.0
Haiti,Sugar (Raw Equivalent),,240052.21545264238
Haiti,Sugar beet,,0.0
Haiti,Sugar cane,,1550000.0
Haiti,Sugar non-centrifugal,,16000.0
Haiti,Sunflower seed,,0.0
Haiti,Sunflowerseed Cake,,-145230.79178144125
Haiti,Sunflowerseed Oil,,-3010.0261329449486
Haiti,Sweet potatoes,,102000.0
Haiti,"Sweeteners, Other",,24575.54138040822
Haiti,Tea (including mate),,0.16442506666380022
Haiti,Tobacco,,2171.1813682360807
Haiti,Tomatoes and products,,91.77375342398204
Haiti,"Vegetables, Other",,166003.35488390632
Haiti,Wheat and products,,105212.03579580288
Haiti,Wine,,369.1107625230523
Haiti,Wool (Clean Eq.),,
Haiti,Yams,,63000.0
Honduras,Abaca,,0.0
Honduras,"Alcohol, Non-Food",,7538.7506273964145
Honduras,Apples and products,,7192.427795965306
Honduras,Asses,,
Honduras,Bananas,,591879.1979223979
Honduras,Barley and products,,24333.172470117104
Honduras,Beans,,132568.66014359484
Honduras,Beer,,183110.59007138145
Honduras,"Beverages, Alcoholic",,19414.28855628084
Honduras,"Beverages, Fermented",,776.5875104273592
Honduras,Bovine Meat,,
Honduras,Buffaloes,,
Honduras,"Butter, Ghee",,
Honduras,"Camelids, other",,0.0
Honduras,Camels,,0.0
Honduras,Cassava and products,,26647.87510455612
Honduras,Cattle,,
Honduras,"Cereals, Other",,450.16190574952407
Honduras,"Citrus, Other",,1000.0
Honduras,Cloves,,0.0
Honduras,Cocoa Beans and products,,1021.3019107968387
Honduras,Coconut Oil,,1000.0006460989116
Honduras,Coconuts - Incl Copra,,14000.009045383937
Honduras,Coffee and products,,365039.9252801443
Honduras,Copra Cake,,354.00022871901473
Honduras,Cotton lint,,1193.7782831239037
Honduras,Cottonseed,,1999.8550463177928
Honduras,Cottonseed Cake,,921.6864877921157
Honduras,Cottonseed Oil,,264.91389225969874
Honduras,Dates,,0.0
Honduras,Eggs,,
Honduras,"Fats, Animals, Raw",,
Honduras,"Fish, Seafood",,78807.99313380403
Honduras,Fodder crops,,1402.4529259905805
Honduras,"Fruits, Other",,109684.02258615744
Honduras,Goats,,
Honduras,Grapefruit and products,,24000.0
Honduras,Grapes and products (excl wine),,1443.5249339977324
Honduras,Grazing,,16899168.0
Honduras,Groundnut Cake,,2645.9599926121923
Honduras,Groundnut Oil,,-26.590744138659296
Honduras,Groundnuts,,842.6448988005626
Honduras,"Hard Fibres, Other",,0.0
Honduras,Hides and skins,,
Honduras,Honey,,1.3216153616630468
Honduras,Hops,,0.0
Honduras,Horses,,
Honduras,Jute,,0.0
Honduras,Jute-Like Fibres,,0.0
Honduras,"Lemons, Limes and products",,27021.786932844323
Honduras,Maize Germ Oil,,7890.854514059542
Honduras,Maize and products,,1237160.1703463264
Honduras,"Meat, Other",,
Honduras,Milk - Excluding Butter,,
Honduras,Millet and products,,22.47851760406779
Honduras,Mules,,0.0
Honduras,Mutton & Goat Meat,,
Honduras,Nuts and products,,2990.166408769336
Honduras,Oats,,-518.4389907685726
Honduras,"Offals, Edible",,
Honduras,"Oil, palm fruit",,2344109.0
Honduras,"Oilcrops Oil, Other",,23994.903143034884
Honduras,"Oilcrops, Other",,5346.861445066223
Honduras,"Oilseed Cakes, Other",,0.0013310499162311347
Honduras,Olive Oil,,6.24880634944646
Honduras,Olives (including preserved),,0.5593184511114144
Honduras,Onions,,24877.561097145935
Honduras,"Oranges, Mandarines",,269071.936637573
Honduras,Palm Oil,,663676.3959493532
Honduras,Palm kernels,,187565.73952661833
Honduras,Palmkernel Cake,,95591.32895416286
Honduras,Palmkernel Oil,,72602.44119452803
Honduras,Peas,,0.372922200494391
Honduras,Pepper,,1000.0
Honduras,Pigmeat,,
Honduras,Pigs,,
Honduras,Pimento,,0.0035788986700402256
Honduras,Pineapples and products,,87386.28453103706
Honduras,Plantains,,129894.63809634106
Honduras,Potatoes and products,,28986.035231351176
Honduras,Poultry Birds,,
Honduras,Poultry Meat,,
Honduras,"Pulses, Other and products",,-2430.121772764257
Honduras,Rabbits and hares,,
Honduras,Rape and Mustard Cake,,-31.73195663747448
Honduras,Rape and Mustard Oil,,1129.0046968930785
Honduras,Rape and Mustardseed,,-2137.286108673904
Honduras,Rice and products,,182265.88609796093
Honduras,Ricebran Oil,,0.0
Honduras,"Rodents, other",,0.0
Honduras,"Roots, Other",,12486.530479825664
Honduras,Rubber,,0.5810785937901802
Honduras,Rye and products,,0.0733298497803204
Honduras,Seed cotton,,3276.0
Honduras,Sesame seed,,1416.0561081720602
Honduras,Sesameseed Cake,,328.2160917762711
Honduras,Sesameseed Oil,,286.27736893819207
Honduras,Sheep,,
Honduras,Silk,,0.0
Honduras,Sisal,,0.0
Honduras,"Soft-Fibres, Other",,0.0
Honduras,Sorghum and products,,-7816697655.831414
Honduras,Soyabean Cake,,-43875703.57578815
Honduras,Soyabean Oil,,-10059889.285312524
Honduras,Soyabeans,,-34514430.15606106
Honduras,"Spices, Other",,1662.7032735313442
Honduras,Sugar (Raw Equivalent),,520235.20693852496
Honduras,Sugar beet,,0.0
Honduras,Sugar cane,,5030000.000000009
Honduras,Sugar non-centrifugal,,26000.000000000047
Honduras,Sunflower seed,,-23013081.682750106
Honduras,Sunflowerseed Cake,,-5102966.081708661
Honduras,Sunflowerseed Oil,,-5201654.8518021405
Honduras,Sweet potatoes,,21013.75795593333
Honduras,"Sweeteners, Other",,125932.16352515706
Honduras,Tea (including mate),,2.8284188726164263
Honduras,Tobacco,,6670.455571593157
Honduras,Tomatoes and products,,84534.86240465064
Honduras,"Vegetables, Other",,684347.4200763927
Honduras,Wheat and products,,191207.0467854046
Honduras,Wine,,3402.850185274268
Honduras,Wool (Clean Eq.),,
Honduras,Yams,,0.0
Hungary,Abaca,,0.0
Hungary,"Alcohol, Non-Food",,196782.32249036047
Hungary,Apples and products,,440844.722644479
Hungary,Asses,,
Hungary,Bananas,,48242.26488535863
Hungary,Barley and products,,1593259.1353501761
Hungary,Beans,,4985.044580554828
Hungary,Beer,,362119.49823668215
Hungary,"Beverages, Alcoholic",,57876.74312929968
Hungary,"Beverages, Fermented",,45495.37850713347
Hungary,Bovine Meat,,
Hungary,Buffaloes,,
Hungary,"Butter, Ghee",,
Hungary,"Camelids, other",,0.0
Hungary,Camels,,0.0
Hungary,Cassava and products,,0.03925665065300247
Hungary,Cattle,,
Hungary,"Cereals, Other",,18450.20840704613
Hungary,"Citrus, Other",,8795.299601365281
Hungary,Cloves,,0.0
Hungary,Cocoa Beans and products,,939.4494408914442
Hungary,Coconut Oil,,2809.6574711633807
Hungary,Coconuts - Incl Copra,,2002.700896331595
Hungary,Coffee and products,,2349.012423355467
Hungary,Copra Cake,,11.32527708818172
Hungary,Cotton lint,,82.74632656150818
Hungary,Cottonseed,,0.011381141452043003
Hungary,Cottonseed Cake,,383.0340331446963
Hungary,Cottonseed Oil,,199.99764501996378
Hungary,Dates,,997.2711109239245
Hungary,Eggs,,
Hungary,"Fats, Animals, Raw",,
Hungary,"Fish, Seafood",,43117.43251198891
Hungary,Fodder crops,,6508716.77342268
Hungary,"Fruits, Other",,224276.46284952588
Hungary,Goats,,
Hungary,Grapefruit and products,,4983.607148740902
Hungary,Grapes and products (excl wine),,450241.72873446887
Hungary,Grazing,,6872355.0
Hungary,Groundnut Cake,,434.755330207976
Hungary,Groundnut Oil,,12.61652185840397
Hungary,Groundnuts,,2487.131389777242
Hungary,"Hard Fibres, Other",,0.0
Hungary,Hides and skins,,
Hungary,Honey,,14001.848440771399
Hungary,Hops,,217.62640654671085
Hungary,Horses,,
Hungary,Jute,,0.0
Hungary,Jute-Like Fibres,,0.0
Hungary,"Lemons, Limes and products",,16478.51236725474
Hungary,Maize Germ Oil,,12937.75681287969
Hungary,Maize and products,,2823292.496806908
Hungary,"Meat, Other",,
Hungary,Milk - Excluding Butter,,
Hungary,Millet and products,,8289.311529334445
Hungary,Mules,,
Hungary,Mutton & Goat Meat,,
Hungary,Nuts and products,,7806.066756542446
Hungary,Oats,,79430.04751569513
Hungary,"Offals, Edible",,
Hungary,"Oil, palm fruit",,0.0
Hungary,"Oilcrops Oil, Other",,12953.695116506698
Hungary,"Oilcrops, Other",,24333.272833198265
Hungary,"Oilseed Cakes, Other",,19501.757874206352
Hungary,Olive Oil,,3672.7219777749956
Hungary,Olives (including preserved),,5100.247668131713
Hungary,Onions,,83132.61486924073
Hungary,"Oranges, Mandarines",,18580.207546669495
Hungary,Palm Oil,,27008.16884881658
Hungary,Palm kernels,,0.0
Hungary,Palmkernel Cake,,0.0
Hungary,Palmkernel Oil,,0.0
Hungary,Peas,,23562.140294008906
Hungary,Pepper,,826.6215317875996
Hungary,Pigmeat,,
Hungary,Pigs,,
Hungary,Pimento,,23726.819879653583
Hungary,Pineapples and products,,5913.407614186842
Hungary,Plantains,,14952.832062638376
Hungary,Potatoes and products,,332246.598179154
Hungary,Poultry Birds,,
Hungary,Poultry Meat,,
Hungary,"Pulses, Other and products",,4313.4759617289255
Hungary,Rabbits and hares,,
Hungary,Rape and Mustard Cake,,108741.98070345179
Hungary,Rape and Mustard Oil,,91724.43245809563
Hungary,Rape and Mustardseed,,727773.5225157881
Hungary,Rice and products,,69522.13555442645
Hungary,Ricebran Oil,,0.0
Hungary,"Rodents, other",,0.0
Hungary,"Roots, Other",,0.0
Hungary,Rubber,,0.0
Hungary,Rye and products,,99136.81718775688
Hungary,Seed cotton,,0.0
Hungary,Sesame seed,,762.8101435950717
Hungary,Sesameseed Cake,,0.0
Hungary,Sesameseed Oil,,0.0
Hungary,Sheep,,
Hungary,Silk,,0.0
Hungary,Sisal,,0.0
Hungary,"Soft-Fibres, Other",,130.21247540311037
Hungary,Sorghum and products,,-155351787.17694986
Hungary,Soyabean Cake,,-31717814.057510078
Hungary,Soyabean Oil,,-2643652.143993225
Hungary,Soyabeans,,-193028201.57975894
Hungary,"Spices, Other",,13407.209128181563
Hungary,Sugar (Raw Equivalent),,346665.9185964894
Hungary,Sugar beet,,786898.3158003303
Hungary,Sugar cane,,0.0
Hungary,Sugar non-centrifugal,,0.0
Hungary,Sunflower seed,,-10814015.429721352
Hungary,Sunflowerseed Cake,,-235826.46840353523
Hungary,Sunflowerseed Oil,,-54675.382585926134
Hungary,Sweet potatoes,,2962.3804903446876
Hungary,"Sweeteners, Other",,303952.78388458106
Hungary,Tea (including mate),,355.05627070550827
Hungary,Tobacco,,3164.1691894285223
Hungary,Tomatoes and products,,201036.4682440612
Hungary,"Vegetables, Other",,1295691.8824487815
Hungary,Wheat and products,,3459744.437907571
Hungary,Wine,,311768.22165182885
Hungary,Wool (Clean Eq.),,
Hungary,Yams,,0.0
Iceland,Abaca,,0.0
Iceland,"Alcohol, Non-Food",,-300.35652637674235
Iceland,Apples and products,,4497.6214228492545
Iceland,Asses,,0.0
Iceland,Bananas,,2963.1733485247332
Iceland,Barley and products,,25866.030446138782
Iceland,Beans,,12.797668441368689
Iceland,Beer,,29220.35398114127
Iceland,"Beverages, Alcoholic",,1026.873884710989
Iceland,"Beverages, Fermented",,32.39040929888681
Iceland,Bovine Meat,,
Iceland,Buffaloes,,
Iceland,"Butter, Ghee",,
Iceland,"Camelids, other",,0.0
Iceland,Camels,,0.0
Iceland,Cassava and products,,0.0
Iceland,Cattle,,
Iceland,"Cereals, Other",,715.0953954094834
Iceland,"Citrus, Other",,0.0
Iceland,Cloves,,0.0
Iceland,Cocoa Beans and products,,0.0
Iceland,Coconut Oil,,0.0
Iceland,Coconuts - Incl Copra,,0.0
Iceland,Coffee and products,,727.1592239794986
Iceland,Copra Cake,,0.0
Iceland,Cotton lint,,2.998286603717649
Iceland,Cottonseed,,0.0
Iceland,Cottonseed Cake,,0.0
Iceland,Cottonseed Oil,,0.2434045002800544
Iceland,Dates,,0.11168021682393772
Iceland,Eggs,,
Iceland,"Fats, Animals, Raw",,
Iceland,"Fish, Seafood",,1189639.7879375217
Iceland,Fodder crops,,0.007025887733674032
Iceland,"Fruits, Other",,9826.00205675346
Iceland,Goats,,
Iceland,Grapefruit and products,,0.017128337217286092
Iceland,Grapes and products (excl wine),,1652.6494173675032
Iceland,Grazing,,1966596.0
Iceland,Groundnut Cake,,0.0
Iceland,Groundnut Oil,,0.0
Iceland,Groundnuts,,46.737219295851915
Iceland,"Hard Fibres, Other",,0.0
Iceland,Hides and skins,,
Iceland,Honey,,0.07352685979361376
Iceland,Hops,,0.0
Iceland,Horses,,
Iceland,Jute,,0.0
Iceland,Jute-Like Fibres,,
Iceland,"Lemons, Limes and products",,771.6583657500033
Iceland,Maize Germ Oil,,30.288288991536017
Iceland,Maize and products,,83501.73606881201
Iceland,"Meat, Other",,
Iceland,Milk - Excluding Butter,,
Iceland,Millet and products,,0.0
Iceland,Mules,,
Iceland,Mutton & Goat Meat,,
Iceland,Nuts and products,,976.6067259298037
Iceland,Oats,,8.292025030534928
Iceland,"Offals, Edible",,
Iceland,"Oil, palm fruit",,0.0
Iceland,"Oilcrops Oil, Other",,2245.4042576496786
Iceland,"Oilcrops, Other",,3155.0040673876897
Iceland,"Oilseed Cakes, Other",,0.9842247801070136
Iceland,Olive Oil,,1116.421398125386
Iceland,Olives (including preserved),,0.010525360982071165
Iceland,Onions,,1936.1054564850463
Iceland,"Oranges, Mandarines",,203.25677737943914
Iceland,Palm Oil,,0.0
