area,item,ai_e_index,combined_shocks
Afghanistan,Olive Oil,,1000.0000000000002
Afghanistan,Olives (including preserved),,9000.0
Afghanistan,Onions,,346053.0
Afghanistan,"Oranges, Mandarines",,144039.9853963291
Afghanistan,Palm Oil,,
Afghanistan,Palm kernels,,0.0
Afghanistan,Palmkernel Cake,,0.0
Afghanistan,Palmkernel Oil,,0.0
Afghanistan,Peas,,27127.666891184424
Afghanistan,Pepper,,0.0
Afghanistan,Pigmeat,,0.0
Afghanistan,Pigs,,0.0
Afghanistan,Pimento,,2995.076271283805
Afghanistan,Pineapples and products,,944.098129371952
Afghanistan,Plantains,,0.0
Afghanistan,Potatoes and products,,938202.8427928685
Afghanistan,Poultry Birds,,
Afghanistan,Poultry Meat,,
Afghanistan,"Pulses, Other and products",,67816.4211116163
Afghanistan,Rabbits and hares,,0.0
Afghanistan,Rape and Mustard Cake,,894.6714536806995
Afghanistan,Rape and Mustard Oil,,1743.8114837476944
Afghanistan,Rape and Mustardseed,,0.0
Afghanistan,Rice and products,,901004.3337174363
Afghanistan,Ricebran Oil,,0.0
Afghanistan,"Rodents, other",,0.0
Afghanistan,"Roots, Other",,0.0
Afghanistan,Rubber,,0.0
Afghanistan,Rye and products,,0.0
Afghanistan,Seed cotton,,74061.99999999988
Afghanistan,Sesame seed,,
Afghanistan,Sesameseed Cake,,
Afghanistan,Sesameseed Oil,,
Afghanistan,Sheep,,
Afghanistan,Silk,,555.99817272134
Afghanistan,Sisal,,0.0
Afghanistan,"Soft-Fibres, Other",,0.0
Afghanistan,Sorghum and products,,1052.9770012180188
Afghanistan,Soyabean Cake,,22015.500917250305
Afghanistan,Soyabean Oil,,5225.26951175824
Afghanistan,Soyabeans,,7757.998909120939
Afghanistan,"Spices, Other",,19975.24832406031
Afghanistan,Sugar (Raw Equivalent),,
Afghanistan,Sugar beet,,
Afghanistan,Sugar cane,,40000.0
Afghanistan,Sugar non-centrifugal,,0.0
Afghanistan,Sunflower seed,,
Afghanistan,Sunflowerseed Cake,,
Afghanistan,Sunflowerseed Oil,,
Afghanistan,Sweet potatoes,,0.0
Afghanistan,"Sweeteners, Other",,
Afghanistan,Tea (including mate),,14977.241131834988
Afghanistan,Tobacco,,0.0
Afghanistan,Tomatoes and products,,16998.999910432398
Afghanistan,"Vegetables, Other",,3337921.999971832
Afghanistan,Wheat and products,,7522775.342496375
Afghanistan,Wine,,0.0
Afghanistan,Wool (Clean Eq.),,
Afghanistan,Yams,,0.0
Albania,Abaca,,0.0
Albania,"Alcohol, Non-Food",,
Albania,Apples and products,,108894.11122928077
Albania,Asses,,0.0
Albania,Bananas,,
Albania,Barley and products,,23752.00109954676
Albania,Beans,,24686.06091692802
Albania,Beer,,84240.28820416011
Albania,"Beverages, Alcoholic",,
Albania,"Beverages, Fermented",,0.0
Albania,Bovine Meat,,
Albania,Buffaloes,,0.0
Albania,"Butter, Ghee",,
Albania,"Camelids, other",,0.0
Albania,Camels,,0.0
Albania,Cassava and products,,0.0
Albania,Cattle,,
Albania,"Cereals, Other",,917.704152331136
Albania,"Citrus, Other",,16.0
Albania,Cloves,,0.0
Albania,Cocoa Beans and products,,0.0
Albania,Coconut Oil,,0.0
Albania,Coconuts - Incl Copra,,0.0
Albania,Coffee and products,,7996.15026069247
Albania,Copra Cake,,16.95697678596091
Albania,Cotton lint,,248.86299231884686
Albania,Cottonseed,,1000.0
Albania,Cottonseed Cake,,27.0
Albania,Cottonseed Oil,,72.0
Albania,Dates,,
Albania,Eggs,,
Albania,"Fats, Animals, Raw",,
Albania,"Fish, Seafood",,21756.156368428048
Albania,Fodder crops,,6408178.905014191
Albania,"Fruits, Other",,166561.9921189143
Albania,Goats,,
Albania,Grapefruit and products,,0.0
Albania,Grapes and products (excl wine),,203951.46610078504
Albania,Grazing,,9615854.0
Albania,Groundnut Cake,,39.0
Albania,Groundnut Oil,,64.0
Albania,Groundnuts,,1000.6463552194064
Albania,"Hard Fibres, Other",,0.0
Albania,Hides and skins,,
Albania,Honey,,5000.0
Albania,Hops,,1801.7247935023422
Albania,Horses,,
Albania,Jute,,0.0
Albania,Jute-Like Fibres,,0.0
Albania,"Lemons, Limes and products",,9498.79342147749
Albania,Maize Germ Oil,,1744.1434623292027
Albania,Maize and products,,478303.5066677753
Albania,"Meat, Other",,0.0
Albania,Milk - Excluding Butter,,
Albania,Millet and products,,0.0
Albania,Mules,,0.0
Albania,Mutton & Goat Meat,,
Albania,Nuts and products,,16877.498862234268
Albania,Oats,,
Albania,"Offals, Edible",,
Albania,"Oil, palm fruit",,0.0
Albania,"Oilcrops Oil, Other",,3691.0142090038016
Albania,"Oilcrops, Other",,0.0
Albania,"Oilseed Cakes, Other",,638.8028475836581
Albania,Olive Oil,,13816.825191258624
Albania,Olives (including preserved),,139818.4895075656
Albania,Onions,,106687.0
Albania,"Oranges, Mandarines",,63454.99701201036
Albania,Palm Oil,,
Albania,Palm kernels,,0.0
Albania,Palmkernel Cake,,0.0
Albania,Palmkernel Oil,,0.0
Albania,Peas,,0.0
Albania,Pepper,,0.0
Albania,Pigmeat,,
Albania,Pigs,,
Albania,Pimento,,0.0
Albania,Pineapples and products,,995.6261940907782
Albania,Plantains,,0.0
Albania,Potatoes and products,,263283.40043132217
Albania,Poultry Birds,,
Albania,Poultry Meat,,
Albania,"Pulses, Other and products",,3550.6638730912127
Albania,Rabbits and hares,,0.0
Albania,Rape and Mustard Cake,,0.0
Albania,Rape and Mustard Oil,,0.0
Albania,Rape and Mustardseed,,0.0
Albania,Rice and products,,24271.74692677528
Albania,Ricebran Oil,,0.0
Albania,"Rodents, other",,0.0
Albania,"Roots, Other",,0.0
Albania,Rubber,,0.0
Albania,Rye and products,,3000.0
Albania,Seed cotton,,691.0
Albania,Sesame seed,,0.0
Albania,Sesameseed Cake,,0.0
Albania,Sesameseed Oil,,0.0
Albania,Sheep,,
Albania,Silk,,0.0
Albania,Sisal,,0.0
Albania,"Soft-Fibres, Other",,0.0
Albania,Sorghum and products,,0.0
Albania,Soyabean Cake,,20265.746521488418
Albania,Soyabean Oil,,1015.377062251909
Albania,Soyabeans,,441.0
Albania,"Spices, Other",,343.0
Albania,Sugar (Raw Equivalent),,
Albania,Sugar beet,,
Albania,Sugar cane,,0.0
Albania,Sugar non-centrifugal,,0.0
Albania,Sunflower seed,,962.962962962963
Albania,Sunflowerseed Cake,,
Albania,Sunflowerseed Oil,,
Albania,Sweet potatoes,,0.0
Albania,"Sweeteners, Other",,
Albania,Tea (including mate),,0.0
Albania,Tobacco,,4231.7775198613035
Albania,Tomatoes and products,,318926.9999999572
Albania,"Vegetables, Other",,878142.6435614629
Albania,Wheat and products,,483443.4288769739
Albania,Wine,,
Albania,Wool (Clean Eq.),,
Albania,Yams,,0.0
Algeria,Abaca,,0.0
Algeria,"Alcohol, Non-Food",,
Algeria,Apples and products,,571637.1020901597
Algeria,Asses,,0.0
Algeria,Bananas,,
Algeria,Barley and products,,2111459.88107422
Algeria,Beans,,49437.917222901895
Algeria,Beer,,169774.94626530432
Algeria,"Beverages, Alcoholic",,
Algeria,"Beverages, Fermented",,0.0
Algeria,Bovine Meat,,
Algeria,Buffaloes,,0.0
Algeria,"Butter, Ghee",,
Algeria,"Camelids, other",,0.0
Algeria,Camels,,
Algeria,Cassava and products,,1987.232139070087
Algeria,Cattle,,
Algeria,"Cereals, Other",,7227.41784600855
Algeria,"Citrus, Other",,1000.0
Algeria,Cloves,,1999.9999999999995
Algeria,Cocoa Beans and products,,1982.0354611558862
Algeria,Coconut Oil,,1911.3286816446816
Algeria,Coconuts - Incl Copra,,999.38032416344
Algeria,Coffee and products,,84997.12200125384
Algeria,Copra Cake,,86.66899246157797
Algeria,Cotton lint,,7955.938944801718
Algeria,Cottonseed,,54.0
Algeria,Cottonseed Cake,,35.85940666985027
Algeria,Cottonseed Oil,,0.0
Algeria,Dates,,1102201.3115893647
Algeria,Eggs,,
Algeria,"Fats, Animals, Raw",,
Algeria,"Fish, Seafood",,108267.29832037084
Algeria,Fodder crops,,4094070.5140631963
Algeria,"Fruits, Other",,962684.9654893721
Algeria,Goats,,
Algeria,Grapefruit and products,,2000.0
Algeria,Grapes and products (excl wine),,583325.9173085719
Algeria,Grazing,,22232517.0
Algeria,Groundnut Cake,,32788.34727508443
Algeria,Groundnut Oil,,29301.472095696554
Algeria,Groundnuts,,100483.9756124415
Algeria,"Hard Fibres, Other",,0.0
Algeria,Hides and skins,,
Algeria,Honey,,5000.0
Algeria,Hops,,0.0
Algeria,Horses,,
Algeria,Jute,,0.0
Algeria,Jute-Like Fibres,,0.0
Algeria,"Lemons, Limes and products",,85000.0
Algeria,Maize Germ Oil,,474.7084281452997
Algeria,Maize and products,,4759467.645728055
Algeria,"Meat, Other",,
Algeria,Milk - Excluding Butter,,
Algeria,Millet and products,,5005.491099965658
Algeria,Mules,,0.0
Algeria,Mutton & Goat Meat,,
Algeria,Nuts and products,,81209.38329954706
Algeria,Oats,,
Algeria,"Offals, Edible",,
Algeria,"Oil, palm fruit",,0.0
Algeria,"Oilcrops Oil, Other",,89540.55762513913
Algeria,"Oilcrops, Other",,3140.115995842956
Algeria,"Oilseed Cakes, Other",,0.0
Algeria,Olive Oil,,122000.00000000001
Algeria,Olives (including preserved),,1080000.0
Algeria,Onions,,1666000.0
Algeria,"Oranges, Mandarines",,1488005.9998541805
Algeria,Palm Oil,,
Algeria,Palm kernels,,0.0
Algeria,Palmkernel Cake,,
Algeria,Palmkernel Oil,,0.0
Algeria,Peas,,13150.713469637227
Algeria,Pepper,,2994.358730807716
Algeria,Pigmeat,,
Algeria,Pigs,,
Algeria,Pimento,,18784.361532730156
Algeria,Pineapples and products,,2993.2619418508993
Algeria,Plantains,,999.0
Algeria,Potatoes and products,,4869579.984634852
Algeria,Poultry Birds,,
Algeria,Poultry Meat,,
Algeria,"Pulses, Other and products",,198920.83106309018
Algeria,Rabbits and hares,,
Algeria,Rape and Mustard Cake,,11788.957358296882
Algeria,Rape and Mustard Oil,,8727.664484010866
Algeria,Rape and Mustardseed,,24070.090025668247
Algeria,Rice and products,,208176.5024181504
Algeria,Ricebran Oil,,0.0
Algeria,"Rodents, other",,0.0
Algeria,"Roots, Other",,0.0
Algeria,Rubber,,0.0
Algeria,Rye and products,,0.0
Algeria,Seed cotton,,81.0
Algeria,Sesame seed,,
Algeria,Sesameseed Cake,,0.0
Algeria,Sesameseed Oil,,0.0
Algeria,Sheep,,
Algeria,Silk,,0.0
Algeria,Sisal,,0.0
Algeria,"Soft-Fibres, Other",,0.0
Algeria,Sorghum and products,,256.0
Algeria,Soyabean Cake,,689191.5019288582
Algeria,Soyabean Oil,,624471.4036257353
Algeria,Soyabeans,,511206.5457306033
Algeria,"Spices, Other",,13923.177095418218
Algeria,Sugar (Raw Equivalent),,
Algeria,Sugar beet,,
Algeria,Sugar cane,,0.0
Algeria,Sugar non-centrifugal,,0.0
Algeria,Sunflower seed,,
Algeria,Sunflowerseed Cake,,
Algeria,Sunflowerseed Oil,,
Algeria,Sweet potatoes,,
Algeria,"Sweeteners, Other",,
Algeria,Tea (including mate),,14981.453398906639
Algeria,Tobacco,,34457.65043579212
Algeria,Tomatoes and products,,1746633.9998281826
Algeria,"Vegetables, Other",,7021746.040480716
Algeria,Wheat and products,,6424474.967274706
Algeria,Wine,,
Algeria,Wool (Clean Eq.),,
Algeria,Yams,,0.0
Angola,Abaca,,0.0
Angola,"Alcohol, Non-Food",,
Angola,Apples and products,,6992.675787592318
Angola,Asses,,0.0
Angola,Bananas,,
Angola,Barley and products,,0.0
Angola,Beans,,300579.18303432007
Angola,Beer,,636095.867051798
Angola,"Beverages, Alcoholic",,
Angola,"Beverages, Fermented",,
Angola,Bovine Meat,,
Angola,Buffaloes,,0.0
Angola,"Butter, Ghee",,
Angola,"Camelids, other",,0.0
Angola,Camels,,0.0
Angola,Cassava and products,,8782000.0
Angola,Cattle,,
Angola,"Cereals, Other",,0.0
Angola,"Citrus, Other",,425000.0
Angola,Cloves,,0.0
Angola,Cocoa Beans and products,,442.0
Angola,Coconut Oil,,0.0
Angola,Coconuts - Incl Copra,,2001.2892581330982
Angola,Coffee and products,,16660.51179432397
Angola,Copra Cake,,0.0
Angola,Cotton lint,,1614.0000000000002
Angola,Cottonseed,,3000.0
Angola,Cottonseed Cake,,1452.0
Angola,Cottonseed Oil,,1000.0
Angola,Dates,,0.0
Angola,Eggs,,
Angola,"Fats, Animals, Raw",,
Angola,"Fish, Seafood",,476180.3289102334
Angola,Fodder crops,,0.0
Angola,"Fruits, Other",,61888.99990302236
Angola,Goats,,
Angola,Grapefruit and products,,0.0
Angola,Grapes and products (excl wine),,0.0
Angola,Grazing,,33680062.0
Angola,Groundnut Cake,,35286.43965517229
Angola,Groundnut Oil,,29624.999999999894
Angola,Groundnuts,,236999.9999999991
Angola,"Hard Fibres, Other",,0.0
Angola,Hides and skins,,
Angola,Honey,,23000.0
Angola,Hops,,0.0
Angola,Horses,,0.0
Angola,Jute,,0.0
Angola,Jute-Like Fibres,,825.0
Angola,"Lemons, Limes and products",,993.9995025395762
Angola,Maize Germ Oil,,0.0
Angola,Maize and products,,2504092.0743704713
Angola,"Meat, Other",,0.0
Angola,Milk - Excluding Butter,,
Angola,Millet and products,,55937.99999999999
Angola,Mules,,1.0
Angola,Mutton & Goat Meat,,
Angola,Nuts and products,,2000.0
Angola,Oats,,
Angola,"Offals, Edible",,
Angola,"Oil, palm fruit",,282227.0
Angola,"Oilcrops Oil, Other",,1966.2326217900209
Angola,"Oilcrops, Other",,4000.0
Angola,"Oilseed Cakes, Other",,0.0
Angola,Olive Oil,,1857.7462647309324
Angola,Olives (including preserved),,0.0
Angola,Onions,,43434.0
Angola,"Oranges, Mandarines",,5993.999916513639
Angola,Palm Oil,,
Angola,Palm kernels,,23170.892310141542
Angola,Palmkernel Cake,,12535.522424219049
Angola,Palmkernel Oil,,9994.038447117156
Angola,Peas,,0.0
Angola,Pepper,,0.0
Angola,Pigmeat,,
Angola,Pigs,,
Angola,Pimento,,0.0
Angola,Pineapples and products,,595918.6262939634
Angola,Plantains,,0.0
Angola,Potatoes and products,,463335.1338985659
Angola,Poultry Birds,,
Angola,Poultry Meat,,
Angola,"Pulses, Other and products",,24702.53589154993
Angola,Rabbits and hares,,0.0
Angola,Rape and Mustard Cake,,0.8408845907444731
Angola,Rape and Mustard Oil,,0.0
Angola,Rape and Mustardseed,,0.0
Angola,Rice and products,,746863.2206924782
Angola,Ricebran Oil,,0.0
Angola,"Rodents, other",,0.0
Angola,"Roots, Other",,0.0
Angola,Rubber,,0.0
Angola,Rye and products,,0.0
Angola,Seed cotton,,5337.0
Angola,Sesame seed,,3100.5069934523963
Angola,Sesameseed Cake,,0.0
Angola,Sesameseed Oil,,0.0
Angola,Sheep,,
Angola,Silk,,0.0
Angola,Sisal,,553.0
Angola,"Soft-Fibres, Other",,1.9993831040331103
Angola,Sorghum and products,,60000.0
Angola,Soyabean Cake,,7643.2231229701
Angola,Soyabean Oil,,35728.12133791334
Angola,Soyabeans,,41000.0
Angola,"Spices, Other",,990.0886549073842
Angola,Sugar (Raw Equivalent),,
Angola,Sugar beet,,
Angola,Sugar cane,,
Angola,Sugar non-centrifugal,,0.0
Angola,Sunflower seed,,12079.613579275405
Angola,Sunflowerseed Cake,,6118.791712727272
Angola,Sunflowerseed Oil,,
Angola,Sweet potatoes,,
Angola,"Sweeteners, Other",,
Angola,Tea (including mate),,0.0
Angola,Tobacco,,6187.923348883714
Angola,Tomatoes and products,,75215.9999990334
Angola,"Vegetables, Other",,732329.9999998533
Angola,Wheat and products,,772911.5639657836
Angola,Wine,,
Angola,Wool (Clean Eq.),,0.0
Angola,Yams,,0.0
Antigua and Barbuda,Abaca,,0.0
Antigua and Barbuda,"Alcohol, Non-Food",,0.0
Antigua and Barbuda,Apples and products,,0.0
Antigua and Barbuda,Asses,,0.0
Antigua and Barbuda,Bananas,,
Antigua and Barbuda,Barley and products,,0.0
Antigua and Barbuda,Beans,,0.0
Antigua and Barbuda,Beer,,4705.533838367126
Antigua and Barbuda,"Beverages, Alcoholic",,
Antigua and Barbuda,"Beverages, Fermented",,0.0
Antigua and Barbuda,Bovine Meat,,0.0
Antigua and Barbuda,Buffaloes,,0.0
Antigua and Barbuda,"Butter, Ghee",,0.0
Antigua and Barbuda,"Camelids, other",,0.0
Antigua and Barbuda,Camels,,0.0
Antigua and Barbuda,Cassava and products,,52.0
Antigua and Barbuda,Cattle,,417.9711227583554
Antigua and Barbuda,"Cereals, Other",,0.0
Antigua and Barbuda,"Citrus, Other",,0.0
Antigua and Barbuda,Cloves,,0.0
Antigua and Barbuda,Cocoa Beans and products,,0.0
Antigua and Barbuda,Coconut Oil,,0.0
Antigua and Barbuda,Coconuts - Incl Copra,,0.0
Antigua and Barbuda,Coffee and products,,0.0
Antigua and Barbuda,Copra Cake,,0.0
Antigua and Barbuda,Cotton lint,,18.999999999999993
Antigua and Barbuda,Cottonseed,,22.999999999999993
Antigua and Barbuda,Cottonseed Cake,,2.0
Antigua and Barbuda,Cottonseed Oil,,3.0
Antigua and Barbuda,Dates,,0.0
Antigua and Barbuda,Eggs,,
Antigua and Barbuda,"Fats, Animals, Raw",,0.0
Antigua and Barbuda,"Fish, Seafood",,5025.789888957703
Antigua and Barbuda,Fodder crops,,0.0
Antigua and Barbuda,"Fruits, Other",,8996.999940038726
Antigua and Barbuda,Goats,,203.99999999999994
Antigua and Barbuda,Grapefruit and products,,0.0
Antigua and Barbuda,Grapes and products (excl wine),,0.0
Antigua and Barbuda,Grazing,,42499.0
Antigua and Barbuda,Groundnut Cake,,0.0
Antigua and Barbuda,Groundnut Oil,,0.0
Antigua and Barbuda,Groundnuts,,0.0
Antigua and Barbuda,"Hard Fibres, Other",,0.0
Antigua and Barbuda,Hides and skins,,
Antigua and Barbuda,Honey,,0.0
Antigua and Barbuda,Hops,,0.0
Antigua and Barbuda,Horses,,1.9996067379514013
Antigua and Barbuda,Jute,,0.0
Antigua and Barbuda,Jute-Like Fibres,,0.0
Antigua and Barbuda,"Lemons, Limes and products",,429.0
Antigua and Barbuda,Maize Germ Oil,,0.0
Antigua and Barbuda,Maize and products,,11.0
Antigua and Barbuda,"Meat, Other",,0.0
Antigua and Barbuda,Milk - Excluding Butter,,
Antigua and Barbuda,Millet and products,,0.0
Antigua and Barbuda,Mules,,0.0
Antigua and Barbuda,Mutton & Goat Meat,,0.0
Antigua and Barbuda,Nuts and products,,0.0
Antigua and Barbuda,Oats,,0.0
Antigua and Barbuda,"Offals, Edible",,0.0
Antigua and Barbuda,"Oil, palm fruit",,0.0
Antigua and Barbuda,"Oilcrops Oil, Other",,0.0
Antigua and Barbuda,"Oilcrops, Other",,0.0
Antigua and Barbuda,"Oilseed Cakes, Other",,0.0
Antigua and Barbuda,Olive Oil,,0.0
Antigua and Barbuda,Olives (including preserved),,0.0
Antigua and Barbuda,Onions,,1023.0
Antigua and Barbuda,"Oranges, Mandarines",,951.9671875923185
Antigua and Barbuda,Palm Oil,,0.0
Antigua and Barbuda,Palm kernels,,0.0
Antigua and Barbuda,Palmkernel Cake,,0.0
Antigua and Barbuda,Palmkernel Oil,,0.0
Antigua and Barbuda,Peas,,0.0
Antigua and Barbuda,Pepper,,0.0
Antigua and Barbuda,Pigmeat,,
Antigua and Barbuda,Pigs,,1047.2580335325488
Antigua and Barbuda,Pimento,,0.0
Antigua and Barbuda,Pineapples and products,,47.0
Antigua and Barbuda,Plantains,,0.0
Antigua and Barbuda,Potatoes and products,,2001.6587852226294
Antigua and Barbuda,Poultry Birds,,
Antigua and Barbuda,Poultry Meat,,
Antigua and Barbuda,"Pulses, Other and products",,0.0
Antigua and Barbuda,Rabbits and hares,,0.0
Antigua and Barbuda,Rape and Mustard Cake,,0.0
Antigua and Barbuda,Rape and Mustard Oil,,0.0
Antigua and Barbuda,Rape and Mustardseed,,0.0
Antigua and Barbuda,Rice and products,,929.1883889030312
Antigua and Barbuda,Ricebran Oil,,0.0
Antigua and Barbuda,"Rodents, other",,0.0
Antigua and Barbuda,"Roots, Other",,40.0
Antigua and Barbuda,Rubber,,0.0
Antigua and Barbuda,Rye and products,,0.0
Antigua and Barbuda,Seed cotton,,105.0
Antigua and Barbuda,Sesame seed,,0.0
Antigua and Barbuda,Sesameseed Cake,,0.0
Antigua and Barbuda,Sesameseed Oil,,0.0
Antigua and Barbuda,Sheep,,274.99999999999994
Antigua and Barbuda,Silk,,0.0
Antigua and Barbuda,Sisal,,0.0
Antigua and Barbuda,"Soft-Fibres, Other",,0.0
Antigua and Barbuda,Sorghum and products,,0.0
Antigua and Barbuda,Soyabean Cake,,0.0
Antigua and Barbuda,Soyabean Oil,,0.0
Antigua and Barbuda,Soyabeans,,0.0
Antigua and Barbuda,"Spices, Other",,0.0
Antigua and Barbuda,Sugar (Raw Equivalent),,
Antigua and Barbuda,Sugar beet,,0.0
Antigua and Barbuda,Sugar cane,,0.0
Antigua and Barbuda,Sugar non-centrifugal,,0.0
Antigua and Barbuda,Sunflower seed,,0.0
Antigua and Barbuda,Sunflowerseed Cake,,0.0
Antigua and Barbuda,Sunflowerseed Oil,,0.0
Antigua and Barbuda,Sweet potatoes,,79.65517241379311
Antigua and Barbuda,"Sweeteners, Other",,
Antigua and Barbuda,Tea (including mate),,0.0
Antigua and Barbuda,Tobacco,,0.0
Antigua and Barbuda,Tomatoes and products,,35.0
Antigua and Barbuda,"Vegetables, Other",,1994.999999975732
Antigua and Barbuda,Wheat and products,,6993.639836762576
Antigua and Barbuda,Wine,,
Antigua and Barbuda,Wool (Clean Eq.),,0.0
Antigua and Barbuda,Yams,,146.58181818181816
Argentina,Abaca,,0.0
Argentina,"Alcohol, Non-Food",,
Argentina,Apples and products,,480513.7069435969
Argentina,Asses,,
Argentina,Bananas,,
Argentina,Barley and products,,4493417.684555711
Argentina,Beans,,634340.431796969
Argentina,Beer,,1836368.235389374
Argentina,"Beverages, Alcoholic",,
Argentina,"Beverages, Fermented",,13999.996379751752
Argentina,Bovine Meat,,
Argentina,Buffaloes,,0.0
Argentina,"Butter, Ghee",,
Argentina,"Camelids, other",,0.0
Argentina,Camels,,66.0
Argentina,Cassava and products,,198976.27707961094
Argentina,Cattle,,
Argentina,"Cereals, Other",,5960.298431848822
Argentina,"Citrus, Other",,1000.0
Argentina,Cloves,,0.0
Argentina,Cocoa Beans and products,,9976.899970784923
Argentina,Coconut Oil,,3826.825898709046
Argentina,Coconuts - Incl Copra,,5016.3340915542785
Argentina,Coffee and products,,36994.55860223495
Argentina,Copra Cake,,0.0
Argentina,Cotton lint,,367150.84930740355
Argentina,Cottonseed,,535000.0
Argentina,Cottonseed Cake,,68358.99999999999
Argentina,Cottonseed Oil,,20000.0
Argentina,Dates,,0.0
Argentina,Eggs,,
Argentina,"Fats, Animals, Raw",,
Argentina,"Fish, Seafood",,836927.7924387979
Argentina,Fodder crops,,72050000.0
Argentina,"Fruits, Other",,970583.9784166351
Argentina,Goats,,
Argentina,Grapefruit and products,,104567.87523141451
Argentina,Grapes and products (excl wine),,2059139.9211450936
Argentina,Grazing,,834713157.0
Argentina,Groundnut Cake,,85723.76595962954
Argentina,Groundnut Oil,,70001.44207057777
Argentina,Groundnuts,,1285229.8157419763
Argentina,"Hard Fibres, Other",,1670.9999351319832
Argentina,Hides and skins,,
Argentina,Honey,,74000.0
Argentina,Hops,,1343.6639506647498
Argentina,Horses,,
Argentina,Jute,,0.0
Argentina,Jute-Like Fibres,,0.0
Argentina,"Lemons, Limes and products",,1824406.9998611277
Argentina,Maize Germ Oil,,50000.41052693996
Argentina,Maize and products,,58400241.22157105
Argentina,"Meat, Other",,
Argentina,Milk - Excluding Butter,,
Argentina,Millet and products,,5000.0
Argentina,Mules,,
Argentina,Mutton & Goat Meat,,
Argentina,Nuts and products,,26226.74443701636
Argentina,Oats,,
Argentina,"Offals, Edible",,
Argentina,"Oil, palm fruit",,0.0
Argentina,"Oilcrops Oil, Other",,261676.59879477814
Argentina,"Oilcrops, Other",,37999.99999999993
Argentina,"Oilseed Cakes, Other",,44967.06032733625
Argentina,Olive Oil,,32347.044905648105
Argentina,Olives (including preserved),,321000.0
Argentina,Onions,,650739.0
Argentina,"Oranges, Mandarines",,1490715.9999806553
Argentina,Palm Oil,,
Argentina,Palm kernels,,0.0
Argentina,Palmkernel Cake,,0.0
Argentina,Palmkernel Oil,,
Argentina,Peas,,196000.0
Argentina,Pepper,,1999.818213140878
Argentina,Pigmeat,,
Argentina,Pigs,,
Argentina,Pimento,,4996.421504036916
Argentina,Pineapples and products,,26105.512475323634
Argentina,Plantains,,1999.9999999999998
Argentina,Potatoes and products,,2893787.6079068016
Argentina,Poultry Birds,,
Argentina,Poultry Meat,,
Argentina,"Pulses, Other and products",,229146.7178236718
Argentina,Rabbits and hares,,
Argentina,Rape and Mustard Cake,,548.7196476720225
Argentina,Rape and Mustard Oil,,2224.924425862583
Argentina,Rape and Mustardseed,,33739.13897608559
Argentina,Rice and products,,1268201.7201528742
Argentina,Ricebran Oil,,0.0
Argentina,"Rodents, other",,0.0
